direction,v1,v2,v3,v4,v5,v6,v7,v8,rater_model,topic_id,sample_id,source,,error,2,pmid
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T07,16.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T07,17.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T07,18.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T07,19.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T07,20.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T07,21.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T07,22.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T07,23.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T07,24.0,ai,,,,
REFUTES,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T07,25.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T07,26.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T07,27.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T07,28.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T07,29.0,ai,,,,
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T08,0.0,ai,,,,
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T08,1.0,ai,,,,
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T08,2.0,ai,,,,
REFUTES,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T08,3.0,ai,,,,
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T08,4.0,ai,,,,
SUPPORTS,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,deepseek/deepseek-chat-v3.1,T08,5.0,ai,,,,
REFUTES,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,anthropic/claude-sonnet-4.5,T08,6.0,ai,,,,
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T08,7.0,ai,,,,
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T08,8.0,ai,,,,
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,anthropic/claude-sonnet-4.5,T08,9.0,ai,,,,
REFUTES,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T08,10.0,ai,,,,
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T08,11.0,ai,,,,
REFUTES,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,anthropic/claude-sonnet-4.5,T08,12.0,ai,,,,
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T08,13.0,ai,,,,
REFUTES,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T08,14.0,ai,,,,
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,anthropic/claude-sonnet-4.5,T08,15.0,ai,,,,
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T08,16.0,ai,,,,
REFUTES,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T08,17.0,ai,,,,
REFUTES,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T08,18.0,ai,,,,
REFUTES,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T08,19.0,ai,,,,
REFUTES,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T08,20.0,ai,,,,
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T08,21.0,ai,,,,
REFUTES,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,deepseek/deepseek-chat-v3.1,T08,22.0,ai,,,,
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T08,23.0,ai,,,,
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T08,24.0,ai,,,,
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T08,25.0,ai,,,,
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T08,26.0,ai,,,,
REFUTES,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T08,27.0,ai,,,,
REFUTES,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T08,28.0,ai,,,,
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T08,29.0,ai,,,,
NEUTRAL,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T09,0.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T09,1.0,ai,,,,
REFUTES,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,anthropic/claude-sonnet-4.5,T09,2.0,ai,,,,
SUPPORTS,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T09,3.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T09,4.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T09,5.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T09,6.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T09,7.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T09,8.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T09,9.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T09,10.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T09,11.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T09,12.0,ai,,,,
NEUTRAL,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,anthropic/claude-sonnet-4.5,T09,13.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T09,14.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T09,15.0,ai,,,,
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,anthropic/claude-sonnet-4.5,T09,16.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T09,17.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T09,18.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T09,19.0,ai,,,,
REFUTES,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,anthropic/claude-sonnet-4.5,T09,20.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,anthropic/claude-sonnet-4.5,T09,21.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T09,22.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T09,23.0,ai,,,,
SUPPORTS,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,deepseek/deepseek-chat-v3.1,T09,24.0,ai,,,,
SUPPORTS,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T09,25.0,ai,,,,
,,,,,,,,,deepseek/deepseek-chat-v3.1,T09,26.0,ai,,Expecting ':' delimiter: line 1 column 6 (char 5),,
,,,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T09,27.0,ai,,,1.0,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,anthropic/claude-sonnet-4.5,T09,28.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,deepseek/deepseek-chat-v3.1,T09,29.0,ai,,,,
REFUTES,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T10,0.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T10,1.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T10,2.0,ai,,,,
REFUTES,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,anthropic/claude-sonnet-4.5,T10,3.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T10,4.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T10,5.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T10,6.0,ai,,,,
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T10,7.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T10,8.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T10,9.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T10,10.0,ai,,,,
SUPPORTS,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T10,11.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T10,12.0,ai,,,,
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T10,13.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,anthropic/claude-sonnet-4.5,T10,14.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T10,15.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T10,16.0,ai,,,,
NEUTRAL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T10,17.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T10,18.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,deepseek/deepseek-chat-v3.1,T10,19.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T10,20.0,ai,,,,
SUPPORTS,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T10,21.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T10,22.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T10,23.0,ai,,,,
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T10,24.0,ai,,,,
,,,,,,,,,deepseek/deepseek-chat-v3.1,T10,25.0,ai,,Expecting value: line 1 column 1 (char 0),,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T10,26.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,anthropic/claude-sonnet-4.5,T10,27.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T10,28.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T10,29.0,ai,,,,
NEUTRAL,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,anthropic/claude-sonnet-4.5,T11,0.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T11,1.0,ai,,,,
SUPPORTS,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,deepseek/deepseek-chat-v3.1,T11,2.0,ai,,,,
,,,,,,,,,deepseek/deepseek-chat-v3.1,T11,3.0,ai,,Expecting ':' delimiter: line 1 column 42 (char 41),,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T11,4.0,ai,,,,
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T11,5.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T11,6.0,ai,,,,
REFUTES,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,deepseek/deepseek-chat-v3.1,T11,7.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T11,8.0,ai,,,,
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T11,9.0,ai,,,,
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T11,10.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T11,11.0,ai,,,,
SUPPORTS,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T11,12.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T11,13.0,ai,,,,
SUPPORTS,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T11,14.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T11,15.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T11,16.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T11,17.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T11,18.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T11,19.0,ai,,,,
SUPPORTS,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,deepseek/deepseek-chat-v3.1,T11,20.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T11,21.0,ai,,,,
SUPPORTS,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T11,22.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T11,23.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T11,24.0,ai,,,,
SUPPORTS,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T11,25.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T11,26.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T11,27.0,ai,,,,
REFUTES,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T11,28.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,anthropic/claude-sonnet-4.5,T11,29.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T12,0.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T12,1.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T12,2.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,deepseek/deepseek-chat-v3.1,T12,3.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T12,4.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T12,5.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,anthropic/claude-sonnet-4.5,T12,6.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T12,7.0,ai,,,,
SUPPORTS,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,deepseek/deepseek-chat-v3.1,T12,8.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T12,9.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T12,10.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T12,11.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T12,12.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T12,13.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T12,14.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T12,15.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,anthropic/claude-sonnet-4.5,T12,16.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T12,17.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T12,18.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T12,19.0,ai,,,,
,,,,,,,,,deepseek/deepseek-chat-v3.1,T12,20.0,ai,,Unterminated string starting at: line 1 column 81 (char 80),,
SUPPORTS,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,anthropic/claude-sonnet-4.5,T12,21.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T12,22.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T12,23.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T12,24.0,ai,,,,
,,,,,,,,,deepseek/deepseek-chat-v3.1,T12,25.0,ai,,Expecting value: line 1 column 1 (char 0),,
SUPPORTS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T12,26.0,ai,,,,
SUPPORTS,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,deepseek/deepseek-chat-v3.1,T12,27.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T12,28.0,ai,,,,
SUPPORTS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T12,29.0,ai,,,,
SUPPORTS,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T01,,human,,,,41497081.0
SUPPORTS,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,anthropic/claude-sonnet-4.5,T01,,human,,,,41612523.0
SUPPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deepseek/deepseek-chat-v3.1,T01,,human,,,,41892413.0
NEUTRAL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deepseek/deepseek-chat-v3.1,T01,,human,,,,41743374.0
NEUTRAL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T01,,human,,,,41834846.0
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T01,,human,,,,40931979.0
SUPPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deepseek/deepseek-chat-v3.1,T01,,human,,,,41953220.0
SUPPORTS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T01,,human,,,,41039263.0
REFUTES,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T01,,human,,,,41675330.0
SUPPORTS,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T01,,human,,,,41798849.0
NEUTRAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anthropic/claude-sonnet-4.5,T02,,human,,,,41669146.0
NEUTRAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deepseek/deepseek-chat-v3.1,T02,,human,,,,41683321.0
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T02,,human,,,,41572980.0
SUPPORTS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anthropic/claude-sonnet-4.5,T02,,human,,,,41897801.0
NEUTRAL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T02,,human,,,,41615824.0
NEUTRAL,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,anthropic/claude-sonnet-4.5,T02,,human,,,,41868826.0
SUPPORTS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,deepseek/deepseek-chat-v3.1,T02,,human,,,,41155474.0
NEUTRAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deepseek/deepseek-chat-v3.1,T02,,human,,,,41209105.0
SUPPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deepseek/deepseek-chat-v3.1,T02,,human,,,,41994836.0
NEUTRAL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T02,,human,,,,41651011.0
SUPPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anthropic/claude-sonnet-4.5,T03,,human,,,,40418260.0
SUPPORTS,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T03,,human,,,,41523650.0
SUPPORTS,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T03,,human,,,,41305640.0
SUPPORTS,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T03,,human,,,,41598699.0
SUPPORTS,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T03,,human,,,,41939196.0
SUPPORTS,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,deepseek/deepseek-chat-v3.1,T03,,human,,,,41598300.0
SUPPORTS,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,anthropic/claude-sonnet-4.5,T03,,human,,,,41599777.0
REFUTES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,deepseek/deepseek-chat-v3.1,T03,,human,,,,41481294.0
SUPPORTS,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,deepseek/deepseek-chat-v3.1,T03,,human,,,,41141173.0
NEUTRAL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,anthropic/claude-sonnet-4.5,T03,,human,,,,41599894.0
,,,,,,,,,deepseek/deepseek-chat-v3.1,T04,,human,,Unterminated string starting at: line 1 column 2 (char 1),,41476304.0
SUPPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deepseek/deepseek-chat-v3.1,T04,,human,,,,41800099.0
